amount,bid_id,description,id,name
10.69,504,,581,skypatrol
10.00,504,,508,Bad Rats: The Rats' Revenge
10.00,504,,512,Bill Laimbeer's Combat Basketball
10.00,504,,513,Black Ops 2
10.00,504,,522,Contra Force
10.00,504,,528,Dragon Quest
10.00,504,,531,Echo the Dolphin
10.00,504,,543,Final Fantasy Tactics Advance
10.00,504,,550,GrimGrimoire
10.00,504,,551,Guilty Gear
10.00,504,,563,Madden '95
10.00,504,,566,Minesweeper
10.00,504,,576,Quest 64
10.00,504,,578,Rogue Galaxy
10.00,504,,579,Sagat
10.00,504,,582,Solitaire
10.00,504,,588,Super Metroid Animals
10.00,504,,589,Tales of Symphonia
10.00,504,,594,The Final Fantasy Legend
5.00,504,,505,Aftermath and Yoko
5.00,504,,516,Castlevania 4's Soundtrack
5.00,504,,534,FF 13
5.00,504,,545,FunkDoc
5.00,504,,547,Ghost Dad
5.00,504,,548,Goof Troop
5.00,504,,553,Hans Gruber
5.00,504,,559,Legend of Dragoon
5.00,504,,571,Not FFX
5.00,504,,586,Super Caesars Palace
1.00,504,,538,FF Legend II
1.00,504,,544,Front Mission 5
1.00,504,,575,Pony Fantasy 6
0.12,504,,518,Chess
0.01,504,,570,Not FF9
790.00,601,,603,Tower
360.00,601,,602,Orichalcun
492.77,604,,606,SpikeVegeta
87.77,604,,605,Rane of SOTN
279.00,961,,1179,MVLuck
210.15,961,,1166,wwwwww
140.55,961,,1177,OpieOP
122.00,961,,1185,LilZ
50.00,961,,1184,Keepo
228.25,1149,,1151,Super Mario 64 0-star
228.00,1149,,1150,Super Mario Bros. 3
328.66,965,,966,8-bit
190.00,965,,967,Remixed
103.00,979,,981,Dr. Yang
0.00,979,,980,Kid Ying
40.01,968,,970,1 dot
35.00,968,,976,7 dots
25.00,968,,971,2 dots
25.00,968,,974,5 dots
25.00,968,,977,8 dots
20.00,968,,975,6 dots
0.00,968,,969,0 dots
0.00,968,,972,3 dots
0.00,968,,973,4 dots
0.00,968,,978,9 dots
723.00,962,,963,Good Ending
496.00,962,,964,Bad Ending
370.00,1112,,1115,Ascension
236.20,1112,,1114,Illuminati
39.20,1112,,1113,Dark Ages
1572.00,992,,994,Doom 2
1494.00,992,,993,Doom 1
536.00,989,,991,Meryl
416.00,989,,990,Otacon
625.37,995,,997,Mariachi Uniform
225.00,995,,999,Business Suit
165.00,995,,1000,Gray Fox
0.00,995,,996,Custom Cyborg Body
0.00,995,,998,Original Body
390.00,1001,,1003,Warpless
25.00,1001,,1002,Any%
858.00,1007,,1009,Zero
529.99,1007,,1008,X
253.92,1010,,1260,Luigi
70.00,1010,,1011,Mario
451.00,1013,,1298,WAK
400.00,1013,,1284,Hat
399.00,1013,,1299,GONO
352.96,1013,,1292,NURO
145.00,1013,,1262,JURS
120.00,1013,,1147,BUGS
60.00,1013,,1287,CSC
57.00,1013,,1237,BLEH
50.00,1013,,1216,HxG
686.64,1014,,1164,LeonP Five OhTwo
95.02,1014,,1162,LeonP
20.00,1014,,1301,Julie
4243.00,1021,,1261,Germench
3235.00,1021,,1289,Unity
180.00,1021,,1233,Waffles
136.00,1021,,1213,Batman
112.00,1021,,1279,Yoloats
89.00,1021,,1220,MoFat
5.00,1021,,1222,CoolGame
3.00,1021,,1205,Tomizz
2.50,1021,,1217,Forehead
1.00,1021,,1140,Trainrek
1033.00,1022,,1268,Rummel
525.01,1022,,1232,Cosmo
75.00,1022,,1288,Glue
50.00,1022,,1297,Lonk
7.50,1022,,1218,oil
5.00,1022,,1228,FedoraZ
370.00,1015,,1016,Shrekimono
273.00,1015,,1017,Kazaam
489.00,1018,,1020,Evacuation
300.00,1018,,1019,Restoration
1548.63,1023,,1025,Super Empire Strikes Back
234.99,1023,,1026,Super Return of the Jedi
170.00,1023,,1024,Super Star Wars
135.55,1027,,1029,Gilius Thunderhead
135.00,1027,,1030,Tyris Flare
10.00,1027,,1028,Ax Battler
2652.20,1038,,1040,Sacred Stones
1820.00,1038,,1039,Fire Emblem 7
970.00,1041,,1242,MV
150.00,1041,,1155,Ed
60.00,1041,,1265,Ash
636.00,1042,,1243,Rayas
240.00,1042,,1283,Papaya
115.00,1042,,1266,Misty
90.00,1042,,1153,Edd
500.00,1043,,1315,Batman
370.00,1043,,1249,Wool
255.00,1043,,1280,Ogee
65.00,1043,,1154,Eddy
60.00,1043,,1267,Brock
1821.70,1167,,1168,High Score run
420.00,1167,,1169,Speedrun
561.85,1045,,1302,Juice
250.00,1045,,1305,RINKU
60.00,1045,,1293,Link
15.00,1045,,1291,NotMV
5.00,1045,,1285,Mausy
0.00,1045,,1312,ysang
395.01,1004,,1005,John Morris
115.00,1004,,1006,Eric Lecarde
285.00,1046,,1047,Save
240.00,1046,,1048,Kill
463.50,1049,,1104,Attila the Hun 3 (Walls of Constantinople)
179.00,1049,,1107,Montezuma 1 (Reign of Blood)
134.00,1049,,1106,Vinlandsaga
87.55,1049,,1103,Frederick Barbarossa 5 (Barbarossa's March)
51.00,1049,,1105,Saladin 3 (Horns of Hattin)
5643.87,1050,,1051,In-Bounds Only
2763.40,1050,,1052,Out of Bounds
1351.00,1055,,1259,Germench
200.00,1055,,1144,Blast Hardcheese
31.00,1055,,1253,Booker DeWitt
15.00,1055,,1231,Run Kidney Run
2513.00,1056,,1256,WeLoveMisterMV
90.00,1056,,1203,Varuuna
77.00,1056,,1197,Bonemom
10.00,1056,,1198,lash
12251.99,1057,,1059,French
11008.24,1057,,1254,Japanese
90.00,1057,,1058,English
439.00,1054,,1325,Second Soufflé
105.00,1054,,1264,femaleprotagonist
90.00,1054,,1257,Bad Sandwich
70.00,1054,,1308,BigSpoon
20.00,1054,,1304,Rotundo
10.00,1054,,1248,Kindleburg
1067.00,1053,,1181,DreamboumLovesFinalFantasyVIII
100.00,1053,,1221,Snagglepuss
3481.00,1060,,1062,Non-Lethal/Ghost
847.00,1060,,1061,Any%
552.00,1063,,1064,Punk
415.00,1063,,1066,Hip-Hop
89.00,1063,,1065,Rock
611.00,1110,,1223,Dziak
420.33,1110,,1321,Rummeluff
65.00,1110,,1275,Dongus
35.00,1110,,1235,snakE
25.00,1110,,1180,SNKinmaboot
1420.00,1111,,1337,FreeChat
797.01,1111,,1192,LordFluffy
207.00,1111,,1317,Glerek
115.00,1111,,1201,Jason
45.00,1111,,1145,Steakfries
1043.00,1068,,1172,cancer
425.01,1068,,1160,Werster
90.00,1068,,1310,Groose
64.00,1068,,1161,Torkoal
5.00,1068,,1239,ConnorB
247.00,1109,,1227,Cirno!
75.00,1109,,1277,Matilda
20.00,1109,,1272,EeksBestie
10.00,1109,,1226,Zimbabwe
1269.34,1067,,1157,MrMv
110.00,1067,,1230,Travis Barker
20.00,1067,,1158,Gary S
186.00,1173,,1328,RUMMEL
76.00,1173,,1282,Ippo-San
18.35,1173,,1290,diehard
2834.20,1070,,1320,Marco
1982.00,1070,,1244,Ben
677.00,1070,,1212,spoon
330.00,1070,,1241,COUGH
250.00,1070,,1309,Gilbert
230.05,1070,,1307,Zeldo
155.00,1070,,1238,Stalfos
5.00,1070,,1219,GregRulz
1946.61,1069,,1273,RobinDB
737.00,1069,,1187,GSimpson
256.00,1069,,1303,Sneetos
204.02,1069,,1202,OpieOP
2283.63,1071,,1073,Fusion Suit
1926.10,1071,,1072,Default Suit
35018.64,1077,,1078,"Kill


Show Options


Hide Options"
Just leave the animals alone.,1077,super metroid,1080,"Name


Run




Description


Amount


Goal







Ignore



super metroid




Just leave the animals alone.


$23 580.64


(None)





Taunt



super metroid




Open the door  but don't actually save them.


$11 438.00


(None)"
23580.64,1077,,1080,Ignore
11438.00,1077,,1081,Taunt
32494.65,1077,,1079,Save
23580.64,1078,,1080,Ignore
11438.00,1078,,1081,Taunt
3463.04,1074,,1075,Hard Low%
1426.00,1074,,1076,100%
604.00,1082,,1361,Street112
286.00,1082,,1329,Vinny
256.00,1082,,1316,TurtleSim
100.00,1082,,1229,HUMANFIRST
1140.00,1372,,1373,Runner's Choice
3072.77,1269,,1271,Kill Whacka
2288.00,1269,,1270,Spare Whacka
12217.90,1084,,1276,Plexa
5538.99,1084,,1300,CO5M02
2860.00,1084,,1224,Mapa
1687.37,1084,,1196,Un Reptil
1168.00,1084,,1330,Buttlet
488.00,1084,,1311,Lunk
392.00,1084,,1332,CosmoHD
390.00,1084,,1369,Zelda
310.00,1084,,1348,Tingle Tuna
190.00,1084,,1334,FreeChat
186.55,1084,,1354,Cpsmo
178.00,1084,,1296,RIPStrg
167.00,1084,,1356,Link
126.00,1084,,1355,Adrian
112.00,1084,,1240,Carol
100.00,1084,,1251,Ramone
51.01,1084,,1360,Potato
2.00,1084,,1364,Overlord
2000.00,1091,,1363,Berry
963.00,1091,,1338,Free
919.00,1091,,1139,Tacos
628.00,1091,,1193,Baps
130.00,1091,,1342,Caleb
10.00,1091,,1324,Mongo
13346.08,1085,,1246,Yetee
10934.00,1085,,1376,Booty
6311.79,1085,,1349,Meta
3028.00,1085,,1380,Cosmo
2688.45,1085,,1375,Montr
2159.00,1085,,1176,Goku
1097.00,1085,,1189,brono
1051.00,1085,,1323,Kiddy
695.00,1085,,1331,Butt%
385.00,1085,,1319,HANK
225.00,1085,,1210,"Violet abbreviated ""Vilet"""
123.00,1085,,1165,Poxnr
95.00,1085,,1156,SRene
71.12,1085,,1175,Geddy
66.00,1085,,1195,Dead
40.00,1085,,1286,Slade
12862.33,1365,,1367,2Poch
8030.97,1365,,1368,YSG
3237.20,1365,,1371,TRDIS
2077.01,1365,,1385,#AGDQ
36.00,1365,,1366,Nicxy
8070.00,1089,,1188,Nami
7354.69,1089,,1314,Froge
496.00,1089,,1143,Glenn
75.00,1089,,1183,Kanjo
25.00,1089,,1333,Hamm
2988.52,1086,,1274,W Mom
2148.84,1086,,1359,Nuro
1692.00,1086,,1191,Waifu
815.00,1086,,1199,Freya
625.00,1086,,1263,Womps
120.00,1086,,1206,Velma
55.00,1086,,1142,Twi
50.00,1086,,1381,Nette
7403.52,1092,,1387,Noah
4500.00,1092,,1374,R1CH
4101.00,1092,,1351,Janus
2180.87,1092,,1383,Butt
1477.69,1092,,1255,Ysang
210.00,1092,,1345,LCC
207.69,1092,,1377,AAgus
185.00,1092,,1350,Tirek
132.00,1092,,1386,Poxnor
111.00,1092,,1384,Spy
100.00,1092,,1346,Flip
78.00,1092,,1388,Manus
55.00,1092,,1382,OASIZ
1530.00,1087,,1215,Nadia
710.00,1087,,1178,Rares
690.00,1087,,1379,Urta
170.00,1087,,1236,Vgeta
111.00,1087,,1146,uptCo
50.00,1087,,1378,Womps
8992.33,1088,,1245,RyanD
7927.67,1088,,1174,Bendr
912.00,1088,,1281,SHARK
401.14,1088,,1344,Fisto
11.00,1088,,1190,futch
7088.68,1389,,1390,lucca
6952.10,1389,,1391,marle
708.77,1397,,1402,Bowser Land
362.00,1397,,1401,Horror Land
54.00,1397,,1400,Space Land
51.00,1397,,1398,Pirate Land
10.00,1397,,1399,Western Land
974.17,1394,,1396,GCN
598.01,1394,,1395,Snes
50.00,1404,,1407,Teensy
10.00,1404,,1406,Globox
10.00,1404,,1405,Rayman
772.00,1116,Awesome Games Done Quick 2014,1127,Kid Icarus
721.00,1116,Awesome Games Done Quick 2014,1119,Mega Man 2
237.20,1116,Awesome Games Done Quick 2014,1135,Chip 'n Dale Rescue Rangers
202.00,1116,Awesome Games Done Quick 2014,1126,Battletoads
200.00,1116,Awesome Games Done Quick 2014,1124,Journey to Silius
165.00,1116,Awesome Games Done Quick 2014,1121,Little Nemo
156.00,1116,Awesome Games Done Quick 2014,1122,A Boy and His Blob
150.00,1116,Awesome Games Done Quick 2014,1125,Batman
135.00,1116,Awesome Games Done Quick 2014,1138,Mike Tyson's Punch-Out!!
100.00,1116,Awesome Games Done Quick 2014,1128,Bucky O'Hare
77.00,1116,Awesome Games Done Quick 2014,1131,Attack of the Killer Tomatoes
77.00,1116,Awesome Games Done Quick 2014,1130,Super Mario Bros. 3
76.00,1116,Awesome Games Done Quick 2014,1117,Kirby's Adventure
70.00,1116,Awesome Games Done Quick 2014,1136,Ninja Gaiden
55.00,1116,Awesome Games Done Quick 2014,1123,Kabuki Quantum Fighter
43.00,1116,Awesome Games Done Quick 2014,1137,Ninja Gaiden 2
27.00,1116,Awesome Games Done Quick 2014,1134,Super C
25.00,1116,Awesome Games Done Quick 2014,1133,Contra
15.00,1116,Awesome Games Done Quick 2014,1120,Mega Man 9
0.00,1116,Awesome Games Done Quick 2014,1132,Contra Force
0.00,1116,Awesome Games Done Quick 2014,1186,Donald Land
0.00,1116,Awesome Games Done Quick 2014,1118,Mega Man
0.00,1116,Awesome Games Done Quick 2014,1129,Super Mario Bros.
1556.90,2773,,2774,Play as Funky Kong
1404.50,2773,,2775,Play as Rosalina
31.42,2749,,2863,RSA
197.00,2833,,2838,Gongon
75.99,2833,,2835,Aiai
46.00,2833,,2837,Baby
10.00,2833,,2836,Meemee
1642.01,2824,,2826,Dark Story
453.50,2824,,2825,Hero Story
1735.92,2790,,2793,Team Rose
1473.41,2790,,2792,Team Dark
842.93,2790,,2791,Team Sonic
281.25,2790,,2794,Team Chaotix
249.99,2728,,2730,Play as Tyra
172.00,2728,,2729,Play as Walter
1205.05,2765,,2766,Save the Girlfriend (100% route)
347.65,2765,,2767,Don't save the Girlfriend (any% route)
388.17,2770,,2771,Play as Goofy
80.02,2770,,2772,Play as Max
561.50,2722,,2888,GERMENCH
65.00,2722,,2908,Feasel
20.00,2722,,2910,Zeldo
340.00,2782,,2903,BeryTube
310.00,2782,,2915,MikeK
150.00,2782,,2849,BlameTK
79.00,2782,,2839,NCSUN
55.00,2782,,2909,Zeldo
3545.01,2684,,2830,Bob_Lennon
2771.67,2684,,2827,Air Force Gator
220.00,2684,,2870,I have no idea what I'm doing
82.50,2684,,2831,Bead Bead
10.00,2684,,2937,Steals-Your-Stuff
1216.16,2685,,2688,Argonian
1164.12,2685,,2696,Khajit
200.00,2685,,2697,Nord
190.00,2685,,2692,Orc
113.50,2685,,2695,Wood Elf
105.69,2685,,2693,Dark Elf
71.98,2685,,2689,Breton
50.00,2685,,2691,Imperial
46.00,2685,,2690,Redguard
40.00,2685,,2694,High Elf
1077.00,2735,,2871,MisterMV
153.00,2735,,2866,PoleEmploi
85.00,2735,,2869,CAF
63.01,2735,,2855,Zach
62.00,2735,,2902,Graven
51.69,2735,,2922,ChPerette
51.00,2735,,2939,SpcButrfly
50.00,2735,,2914,Elark
31.00,2735,,2931,Mami
25.00,2735,,2913,Starchaser
0.00,2735,,2940,ZachSK
1010.00,2783,,2786,Play as Pimple
890.00,2783,,2785,Play as Rash
500.00,2783,,2784,Play as Zitz
2834.79,2799,,2800,Play as Tails
1913.11,2799,,2801,Play as Knuckles
710.00,2905,,2906,Tails
522.01,2905,,2907,Knuckles
2338.00,2810,,2812,Left hand
205.00,2810,,2811,Right hand
840.00,2719,,2880,Pink
586.71,2719,,2877,Yellow
176.14,2719,,2878,Purple
170.00,2719,,2875,Default: Blue
27.00,2719,,2876,Red
20.00,2719,,2879,Green
1009.50,2720,,2851,M.SAPIN
715.00,2720,,2919,NEOGAF
186.00,2720,,2853,Shove it
115.00,2720,,2872,Mamilami
90.00,2720,,2942,Scoops
60.00,2720,,2852,>alt
42.50,2720,,2893,WSWWAEAW
10.00,2720,,2936,SWJSROSY
1851.83,2716,,2717,Save The Knights
506.02,2716,,2718,Leave the Knights behind
211.01,2725,,2727,Play as Cress
163.00,2725,,2726,Play as Lay
4863.01,2804,,2806,Play Arkham City
3493.49,2804,,2805,Play Arkham Asylum
920.54,2731,,2732,Good Ending
753.72,2731,,2733,Bad Ending
5452.25,2708,,2713,French language
3735.63,2708,,2714,Korean language
598.05,2708,,2709,English language
130.00,2708,,2715,Japanese language
88.00,2708,,2711,German language
40.00,2708,,2712,Italian language
0.02,2708,,2710,Spanish language
449.00,2781,,2887,MrQuarate
560.00,2780,,2874,Morenpoul
235.01,2780,,2901,Pendaflex
3219.00,2776,,2777,Pokemon Blue
2926.18,2776,,2778,Pokemon Red
3382.06,2779,,2873,Verdier
2772.08,2779,,2892,WooperZ
185.00,2779,,2867,Lemon
35.00,2779,,2935,Potatoz
1520.50,2704,,2706,Fusion Suit Samus
451.00,2704,,2705,Normal Suit Samus
591.00,2748,,2929,Bif
200.00,2748,,2861,PupilX
90.00,2748,,2850,Octo
80.00,2748,,2923,I ISay
40.00,2748,,2911,Zeldo
7.00,2748,,2829,BlamTK
1178.25,2752,,2865,Lunk
670.02,2752,,2951,INEB
265.59,2752,,2868,Sven
196.00,2752,,2912,Zeldo
70.00,2752,,2864,Zelda
1040.00,2754,,2755,Mirror Blind Boss Fight
505.05,2754,,2756,Color Blind Boss Fight
1439.35,2769,,2925,DNGR
1319.76,2769,,2916,Bonjour
310.00,2769,,2894,CashDiab
8704.55,2760,,2762,Kingdom Hearts II Final Mix
3742.66,2760,,2761,Kingdom Hearts 1.5
2795.96,2764,,2921,I'll Make a Man Out of You (Mulan)
2014.00,2764,,2899,Be Prepared (Lion King)
1053.92,2764,,2895,Let it Go (Frozen)
757.36,2764,,2968,Gaston (Beauty and the Beast)
683.80,2764,,2920,Friend Like Me (Aladdin)
531.01,2764,,2933,Go the Distance (Hercules)
325.00,2764,,2949,Everybody Wants To Be A Cat (The Aristocats)
270.00,2764,,2938,Higitus Figitus (Sword in the Stone)
247.00,2764,,2897,I Have a Dream (Tangled)
195.00,2764,,2967,Poor Unfortunate Souls (The Little Mermaid)
174.00,2764,,2928,Supercalifragilisticexpialidocious (Mary Poppins)
25.00,2764,,2948,Kanine Krunchies Jingle (101 Dalmations)
20.00,2764,,2970,Whistle Stop (Robin Hood)
3268.30,2840,,2846,German
496.22,2840,,2841,English
208.00,2840,,2845,French
148.00,2840,,2842,Japanese
30.00,2840,,2844,Spanish
25.00,2840,,2843,Italian
5782.24,2740,,2847,SeanBean
2577.43,2740,,2856,AerisDies
605.00,2740,,2898,YOLO
285.00,2740,,2821,TroyBaker
216.00,2740,,2944,FFT
181.00,2740,,2820,BowWoW
97.00,2740,,2932,Sephiroth
90.00,2740,,2972,Monitor
5230.00,2737,,2947,CalebHart
3396.00,2737,,2889,Mamilami
840.00,2737,,2858,Stuart S
174.20,2737,,2930,Beyonce
137.00,2737,,2884,Old Bobby
3330.00,2736,,2896,Ferdi
1622.01,2736,,2823,KartSeven
730.74,2736,,2822,Sharky
450.00,2736,,2828,Framboisier
117.03,2736,,2860,ProdCloud
92.11,2736,,2900,Kirito
4988.00,2739,,2943,Khonor
4169.86,2739,,2946,Red DII
2631.07,2739,,2885,Doge
689.50,2739,,2854,FrankerZ
275.01,2739,,2926,Cocoa
88.00,2739,,2934,Cyanide
4536.66,2738,,2971,TOJISUX
1625.36,2738,,2882,Miltank
1486.00,2738,,2883,Husbando
1247.00,2738,,2924,Dreamboum
166.00,2738,,2859,Kasey
56.00,2738,,2927,KartSeven
32.00,2738,,2881,CaroleQ
180330.95,2698,,2699,Save The Animals
175921.65,2698,,2700,Kill The Animals
11927.98,2975,,2977,Ocarina of Time
8127.46,2975,,2978,Link to the Past
5035.41,2975,,3015,Die Hard
4897.41,2975,,2982,Wind Waker
4494.56,2975,,2981,Majora's Mask
1449.13,2975,,3021,Binding of Isaac
1127.66,2975,,2984,Link's Awakening
1113.39,2975,,2983,Twilight Princess
729.50,2975,,2986,Oracle of Seasons
635.48,2975,,2991,Skyward Sword
598.63,2975,,3024,Donkey Kong
582.07,2975,,2980,Zelda II: The Adventure of Link
514.00,2975,,3016,Okami
496.44,2975,,2979,The Legend of Zelda
418.51,2975,,3026,saving the animals
408.14,2975,,2987,Four Swords
358.25,2975,,2988,Minish Cap
357.00,2975,,2995,Hyrule Warriors
288.20,2975,,2992,Link Between Worlds
218.00,2975,,3029,Beyond Oasis
165.50,2975,,3032,Crusader of Centy
122.00,2975,,2993,Link: The Faces of Evil
117.00,2975,,3017,Tingle's Rosy Rupeeland
102.67,2975,,2994,Zelda: The Wand of Gamelon
76.00,2975,,3030,Soul Calibur 2
76.00,2975,,3022,Zelda Wii U
70.77,2975,,2989,Phantom Hourglass
66.00,2975,,3025,Ittle Dew
55.69,2975,,2990,Spirit Tracks
46.00,2975,,3027,Fortune Summoners: Secret of the Elemental Stone
37.00,2975,,3019,Lufia II
31.00,2975,,3018,Link to the Past DX
31.00,2975,,2985,Oracle of Ages
3253.04,2953,,2955,Bob
3175.94,2953,,2965,0xwas941
1271.37,2953,,2962,LeBlanc
1262.00,2953,,2959,Becky
695.00,2953,,2974,Animals
622.00,2953,,2954,frnkrZFG
577.69,2953,,2969,シ (japanese katakana for 'shi')
405.00,2953,,2957,Bruh
142.00,2953,,2956,JodenWR
115.00,2953,,2966,Lingk
114.42,2953,,2964,WeekAgo
86.00,2953,,2958,SoSmug
75.00,2953,,2973,NEILxAYA
50.00,2953,,3033,Longshot
2859.15,2976,,3014,Zelda: The Wand of Gamelon
884.00,2976,,2997,Zelda II: Adventure of Link
414.77,2976,,3010,Skyward Sword
356.43,2976,,3013,Wind Waker
152.00,2976,,3001,Majora's Mask
143.00,2976,,3023,Zelda's Adventure
138.00,2976,,3020,Link's Crossbow Training
136.00,2976,,3012,Twilight Princess
130.00,2976,,2999,Link's Awakening
123.00,2976,,3000,Ocarina of Time
101.00,2976,,2998,A Link to the Past
101.00,2976,,3006,Minish Cap
77.50,2976,,3011,Spirit Tracks
75.00,2976,,3005,Link: The Faces of Evil
53.00,2976,,3003,Hyrule Warriors
39.02,2976,,3009,Phantom Hourglass
36.00,2976,,3002,Four Swords
26.00,2976,,3028,Zelda Game and Watch
5.00,2976,,3007,Oracle Of Ages
5.00,2976,,3008,Oracle of Seasons
2.50,2976,,3004,Link Between Worlds
1.00,2976,,3031,Soul Calibur 2
1.00,2976,,2996,The Legend of Zelda
732.00,3690,,3912,Iwata
540.00,3690,,4002,Hafu
95.00,3690,,3964,Azura
60.00,3690,,3955,Citan
30.00,3690,,3956,Rink
26.00,3690,,3997,Zelda
25.00,3690,,3976,SPOON
25.00,3690,,3890,Taswl
20.00,3690,,3878,Bunny
20.00,3690,,3965,Lonk
15.00,3690,,3966,Frisk
11.00,3690,,3949,Lint
10.00,3690,,3960,Zichz
0.00,3690,,3911,AGDQ
0.00,3690,,4017,Limit
1275.00,3717,,3803,Dimitri the Dodongo
946.00,3717,,3805,Moosh the Flying Bear
112.00,3717,,3804,Ricky the Kangaroo
744.59,3721,,3807,Devil May Cry 4: Special Edition - Vergil NG Devil Hunter
519.00,3721,,3806,Devil May Cry 3: Special Edition - Dante NG Normal
1090.63,4054,,4055,Chris Redfield
1079.87,4054,,4056,Jill Valentine
2282.20,3649,,3869,I'll make a Man out of you
1530.57,3649,,3865,Gaston
1472.38,3649,,3867,A Whole New World
1269.50,3649,,3864,Let it Go
1102.16,3649,,3863,Go the Distance
1059.10,3649,,3868,Under the Sea
150.00,3649,,3866,I See the Light
811.00,3724,,3809,Pacifist
180.68,3724,,3808,Any%
221.20,3691,,3896,SpikeVegeta
126.00,3691,,4116,Linkle
115.69,3691,,3962,TAY
55.00,3691,,3957,MD Boyz
20.00,3691,,4134,King Roach
205.00,3727,,3817,Legend
75.00,3727,,3812,Biker
0.00,3727,,3813,Default
0.00,3727,,3814,Doppleganger
0.00,3727,,3815,Heavy Jungle
0.00,3727,,3816,Jungle
680.00,3734,,3824,Hawk (Hulk Hogan)
50.00,3734,,3823,Boomer (Jean Claude Van Damme)
5.00,3734,,3825,Sledge (Mr. T)
0.00,3734,,3822,Blood (Mike Tyson)
700.00,3739,,3820,Greldon  the Blue Cleric
130.00,3739,,3821,Miles  the White Cleric
8758.00,3692,,4021,HeyGuys
244.02,3692,,4064,Couches choice
210.00,3692,,3931,FrankerZ
184.00,3692,,4132,BionicBunion
182.00,3692,,4135,gocLove
177.66,3692,,3973,PJSalt
20.00,3692,,4164,runner's choice
5.00,3692,,4163,Idontknow
2325.00,3799,,3826,100%
155.00,3799,,3827,Any%
1462.55,3742,,3840,Shrek
98.00,3742,,3838,Goat
12.00,3742,,3839,Original Skater
0.00,3742,,3841,Skulls
1089.32,3693,,4045,The Kleptastrophe
293.98,3693,,3994,Bullet Bill The Animals
232.00,3693,,4020,You Can't Handle the Youth!
135.00,3693,,4011,UraniumAnchor's Cable Nightmare
132.00,3693,,4181,Game Over Yeeeaaaahhhh!
130.00,3693,,4137,Your Head's A Good Toilet
120.00,3693,,3929,TriHard's Fire Alarm Accordion
95.00,3693,,3886,Judderbean82
75.00,3693,,4188,Merkel's Mayhem
45.00,3693,,4140,Hi Mom
30.00,3693,,4115,KappaPride
30.00,3693,,4046,pizza
28.00,3693,,4112,Why Things Don't Fall Down
25.00,3693,,4195,AHHH! Them Goombas Don't Quit!
6.75,3693,,4167,Should've Tele'd Out
9424.47,3747,,3843,Save the Yoshis
7755.11,3747,,3842,Kill the Yoshis
1631.22,3750,,3828,Chatterbox FM
1436.70,3750,,3829,Double Clef FM
205.33,3750,,3830,Flashback 95.6
175.00,3750,,3836,Rise FM
172.36,3750,,3831,Game FM
105.00,3750,,3837,Secret Radio
90.24,3750,,3833,K-Jah
35.00,3750,,3834,Lips 106
26.00,3750,,3835,MSX FM
5.00,3750,,3832,Head Radio
1225.00,3694,,4080,Bonjour!
636.38,3694,,4114,yourself
300.00,3694,,4165,Francis
126.66,3694,,3989,Belmont!
55.00,3694,,4119,PonkaPo!
10.00,3694,,4193,TIS I!
5.00,3694,,4125,Gashu
5.00,3694,,4075,Prossess
1391.37,3695,,4092,Saitama
681.18,3695,,4120,JOHNCENA
220.00,3695,,4022,BUTTZ
80.00,3695,,4048,crab-f
70.00,3695,,4191,Wob
5112.13,3761,,3851,Bring Luigi
3562.88,3761,,3852,Leave Luigi
1484.00,3696,,4175,Dzo
1280.51,3696,,4072,CHARA
340.00,3696,,3876,HROMP
260.00,3696,,4138,Beans
230.00,3696,,4012,NCS
105.00,3696,,3980,GOGOGO
90.00,3696,,4000,Groomp
90.00,3696,,4238,Kano
76.00,3696,,4174,Gashu
30.00,3696,,3914,Rhyss
25.00,3696,,4197,Randi
15.00,3696,,4194,Girl
5.00,3696,,4196,GITGUD
5.00,3696,,4222,HBOYRD
5.00,3696,,4237,MODE 7
0.00,3696,,4173,Kaorru
583.51,3700,,4052,FRISK
325.00,3700,,4229,BORD
158.45,3700,,4060,Moonin
100.00,3700,,4001,PANGUR
55.00,3700,,4003,Pancho
40.00,3700,,4183,KWIKWI
30.00,3700,,4236,7 UP
25.00,3700,,4198,Popoi
15.00,3700,,4216,Dan
1.40,3700,,4209,CENA
0.00,3700,,4031,Smol
651.13,3764,,3844,Don
271.41,3764,,3845,Leo
255.55,3764,,3846,Mike
692.16,3673,,4106,Tuturu
530.00,3673,,4107,Moo
381.51,3673,,4109,Heh heh heh  thank you.
165.00,3673,,4110,Whacha buyin?
60.01,3673,,4108,FrankerZ
41.00,3673,,4105,Abandon your foolish quest
25.00,3673,,4104,Default
0.00,3673,,4111,Wee Wee Wee
2119.20,3697,,4148,Kanon
1634.93,3697,,4184,ChrisWilson
185.00,3697,,4190,CheekyKingLou
150.00,3697,,4203,John Cena
100.00,3697,,4168,Bubbles
50.00,3697,,4013,TrentPinkney
25.00,3697,,4124,Gashu
17.67,3697,,3891,Jabe.
10.00,3697,,4223,Hoof_hearted
10.00,3697,,3991,NephalemFool
4422.94,3698,,4185,ChrisWilson
1082.00,3698,,3908,Vani
135.00,3698,,4150,OldPaintyCanNed
60.00,3698,,4118,BlitzSchnitzel
55.00,3698,,4144,Mizu
55.00,3698,,4062,NotATrueEnding
50.00,3698,,4040,Tazmage
45.00,3698,,3984,TeoBetterThenMe
26.66,3698,,4239,GrafSchmerz
25.00,3698,,4258,Goobypls
25.00,3698,,4136,spende
20.00,3698,,4264,BoBaFeTT
